,actives,decoys,cid
9600,C1CC1CNCC2=CC3=CC(=C(C=C3N2)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)F,Cc1ccc2c(=NNC(=O)Cc3ccccc3)[nH]c(=O)n(CCc3cccc(F)c3)n12,156461961
9650,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=C4)C5=C6C=NNC6=CC=C5,C=CC=Cc1n[nH]c2nc(-c3ccc(-c4ccccc4)c(NCC(C=C)=CC)c3)nn12,156461697
9700,C1=CC=C(C=C1)CNCCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNc1ccc(C(NC(=O)NC2CCC(N)C2)C(=O)Nc2ccc(OC)cc2)cc1Br,163239304
9750,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=CN=C6C(=C5)C=CN6,C=Cc1c(-c2cn[nH]c2Nc2ccc3c(c2)CCCN3Cc2c[nH]cn2)ccnc1C,156442372
9800,C1CC(C1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CC=CN5C4=CN=C5,Cc1ccc(-c2n[nH]c(=NC(=O)C=Cc3ccc(-n4ccc(C)n4)cc3)[nH]2)cc1,163239121
9850,C1CC(C1)CNCC2=NC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CNC(=O)c1ccc(N(Cc2cccnc2)C(=O)C=Cc2cnc3cc[nH]c3n2)cc1,156442178
9900,C1=CC2=C(C=C1OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)NC=CC2=O,Cc1nc2cc(NC(=O)NC3=Nc4ccccc4-c4ccccc4N3)cnc2o1,156303991
9950,C1CC1NCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C6C=NNC6=CC=C5,Nc1cnn(Cc2ccc3nc(Nc4cc(-c5ccccc5)ccn4)[nH]c3c2)c1,156442159
10000,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)Br)C=C1,Cc1ccc(NC(=O)Nc2ccc(C)c(Nc3nnc4cc(Br)ccc4n3)c2)c(C)c1,166039047
10050,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=CC5=C(N=CN=C54)N)C=C1,Cc1cc(C)c(C)c(NC(=O)Nc2cccc(-c3nncn3-c3ccncc3)c2)c1,156303978
10100,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CC=C3)N4C=CC5=C(N=CN=C54)N)N,Cc1ccccc1NC(=O)CNc1[nH]ncc1-c1ccc2ccc3cc[nH]c3c2n1,156304114
10150,C1C2CC1N(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCCC1CCCc2cc(C=c3onc4c(=Cc5cnn(C)c5)nccc34)c(=O)[nH]c21,156461717
10200,C1COCCN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,O=C(CN1CCN(c2n[nH]cc2C(=O)Nc2ccccc2)CC1)OCc1ccccc1,156461718
10250,CN(C)CC1=CC(=CC=C1)OC[C@@H]2[C@H]([C@@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)F)O,CCn1ccnc(NC(=O)C(=O)Nc2ccc3c(c2)C(C(F)Br)C(CN)CC3)c1=O,166636006
10300,C1COCCN1CCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,Cc1c(N)cc(Br)cc1NC(=O)C(=O)NC1CC(=O)N(C2CCCCC2O)C1,163239227
10350,C1CC(C1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CN=C5C(=N4)C=CN5,CCn1ncc(C(=O)Nc2ccc(-c3ccccc3)c(Nc3nc[nH]n3)c2)c1C,163239141
10400,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=CC=CN6C5=CN=C6,Cc1cccc(Nc2nc(Nc3ncc4c(n3)CCC4)nc(-c3ccccc3C)n2)c1,156442186
10450,CNC1=NC2=C(C=CC(=C2)OCC3=CN=CC(=N3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,CC=C(C=NCl)c1ccc(-c2nc(CN(C)C(=O)c3nc4ccccc4[nH]3)n[nH]2)cn1,156304078
10500,CNC1=NC2=C(C=CC(=C2)OCC3=CN=CC(=N3)N4C=CC5=C(N=CN=C54)N)C=C1,CNCc1cccc(N)c1NC(=O)c1cccc(-c2nc(C)n3nc(C)nc3n2)c1,156303985
10550,C1CC(C1)CNCC2=CC3=C(N2)C=C(N=C3)CN4C=C(N=N4)C5CCCC6C5CNN6,CCC(C)Nc1n[nH]c2c(N=C3NCC4N=CCCN34)nc(-c3ccc(C)cc3)cc12,168489994
10600,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5CCCC6C5NNC6,NC1CN=C(c2cc3c(cc2CNc2ccc(C=NC4=NCCCN4)cc2)CCC3)N1,168489995
10650,C1CCC(CC1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=C5C=NNC5=NC=C4,CCc1[nH]ncc1N1CC(c2nnc(-c3ccccc3)n2-c2ccc(N)cc2)CC1=O,163239047
10700,C1CC(C1)CNCC2=CN3C=C(N=C3C=C2)CN4C=C(N=N4)C5=CC=CN6C5=CN=C6,CCc1ncnc(C=Cc2cc(-c3nc4ccccc4n3C)ccc2-n2cncn2)n1,163239115
10750,C1CC(C1)CNCC2=CN3C=C(N=C3C=C2)CN4C=C(N=C4)C5=CN=C6C(=C5)C=CN6,Cc1c[nH]c2ccc(CNc3ncnn3-c3ccc(C=Cc4ccccc4)nn3)cc12,163239044
10800,COC1=CN=CC(=C1)C2=CN(N=N2)CC3=CC4=C(C=C3)C=C(N4)CNCC5CCC5,CN=c1ccc2ncc(CNc3ccc(Oc4cccc(CC#N)c4)cc3)nc2[nH]1,156442368
10850,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=N3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CCc1ccc(-c2n[nH]c(C3CCN(Cc4cc[nH]c(=O)c4C(=O)NC)CC3)n2)cc1,156461672
10900,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)N,Cc1ccc(-n2nc(-c3ccnc(Nc4cccc(N)c4C(N)=O)c3)nc2C)cc1,166039051
10950,C1=CC(=CC2=NC(=C(C=C21)Br)N)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N,CCc1ccc(-c2[nH]ncc2-c2cc(C(=O)Nc3ccc(NC)c(Br)c3)[nH]n2)cn1,156304150
11000,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cc(NNC(=O)Nc2ccc(-c3ccncc3)cc2Cl)ccc1-c1c[nH]nc1C,156303990
11050,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=C(N=C54)N)N)C=C1,Cc1ncccc1Nc1cncc(-n2nc(C)c(NC(=O)Nc3ccccc3)c2N)c1,156304110
11100,CC1=CN(C2=NC=NC(=C12)N)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)NC,COc1c(C#N)cc(C)cc1-c1cnnc(-c2ccc(Nc3ccncc3N)cn2)c1,156304080
11150,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C=C1,C=c1cc(C)c(Nc2ccc(NC(=O)c3ccn(Cc4ccn[nH]4)n3)cc2)nc1=C,156304107
11200,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=NC=N3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,CCCc1cc(-c2nc(-n3nc(C)c(-c4nc(C)c(C#N)cc4O)n3)n[nH]2)ccc1Cl,156303975
11250,CNC1=NC2=C(C=CC(=C2)OCC3=NC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cnn(Cc2cc(Cl)ccc2NCc2cc(C(=O)Nc3ncccn3)c(C)[nH]2)c1,156304011
11300,CNC1=NC2=C(C=CC(=C2)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)F)C=C1,CCc1[nH]c2ccc(F)cc2c1CN1CCN(c2ncc(-c3ncc[nH]3)c(C)n2)CC1,156304098
11350,CC1(CC1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CCCNC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)N=C(n2cccc2)NC3)cc1,156442197
11400,C1CCN(CC1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,O=C(NNc1ccccc1CC(=O)N(c1ccccc1)C1CC1)c1ccc2n1N=CC2,156461946
11450,C1C2CC1(C2)NCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,C=C1Cc2cccc(C(=O)NCn3cc(C(=O)Nc4c[nH]c(=C)c4=CC)c(C)n3)c2C1,156461966
11500,C1CC(C1)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,COc1cc(CN)c(C)c(NC(=O)c2ccnc3cc(-c4ccc(C)cc4)nn23)c1,156748936
11550,C1CC1NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,C=Cc1cnc2c(Nc3c(C4CC4)[nH]c(=O)[nH]c3=O)ccc(-n3cccc3)c2c1,156461820
11600,C1CCC(C1)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CC(=O)Nc1ccc(C=CN=c2[nH]c3ccc(-c4ccccn4)cc3[nH]2)cc1C(C)=O,156461784
11650,C1CC1CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccc(-c2ncc(CNC(=O)Nc3cccc(CN4CCOCC4)c3)[nH]2)cc1,156461635
11700,C1COC1CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CCCN1Cc2onc(-c3ccc(C(=O)NCC(C)NC(=O)c4cc[nH]c4)cc3)c2C1,156461633
11750,C1=CC2=NC(=CC(=O)N2C=C1)C(=O)NCC3=CC4=C(C=C3)C=C(N4)CNCC(F)(F)F,CCCNC(=O)c1nc(-c2cccc(NC(=O)NC(F)(F)F)c2)nn1-c1ccccc1,156461814
11800,C1CCC(C1)NCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5CCCC6C5CNN6,CC1CN2CCCC2CC1NCc1cc(=Nc2cc(C3CN3)n[nH]2)[nH]c2ccccc12,168489991
11850,C1CC(C2CNNC2C1)C3=CN(N=N3)CC4=CC5=C(C=C4)C=C(N5)CNCC6CC6,CCCc1cc2c3c(c1)c1nccnc1n3CCC2NC1NC(=NCC)NC1(C)C,168489992
11900,C1C2C1CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cc(-c2cncnc2)nc(-c2cnc3c(c2)C(O)CC(c2cccc(O)c2)C3)n1,156461621
11950,CC#CCNCC1=CC2=C(N1)C=C(C=C2)CNC(=O)C3=CC(=O)N4C=CC=CC4=N3,Cc1ccccc1C(=O)NC(c1ccc(NN)cc1)c1noc(-c2ccccc2)n1,156461622
12000,CC1CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,O=C(Nc1ccccc1)c1cc(CCCn2cnc3c(c2=O)CC2=CCC=C23)[nH]n1,156461804
12050,C1C(CN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)F,C=c1ccn2c(=O)n(NC(=O)Nc3ccc4c(c3)CCCC4)c3c2c1cn3CCF,156461724
12100,C1CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,N#Cc1ccccc1NC(=O)c1cccc(=O)n1-c1ccn(-c2ccccc2)n1,156461725
12150,C1C(CN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)O,Cc1cc(NC(=O)NN=Cc2ccc3c(c2)OCO3)c2nc3c(c(C)c2c1)=NCC=3,156461645
12200,CC1(CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)C,Cc1cc(C(=O)Nc2cccc(-n3c(C4CCCCC4)n[nH]c3=O)c2)c2c(n1)CCC2,156461642
12250,COC1CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CN(C)c1ccc(NCCn2c(=O)oc3ccc(-c4c[nH]cc4C#N)cc3c2=O)cc1,156461657
12300,CC(C)(C)NCC1=CC2=C(N1)C=C(C=C2)CNC(=O)C3=CC(=O)N4C=CC=CC4=N3,O=C(NCc1ccc(-c2cccc(O)c2)nc1)Nc1nccc(-c2ccccc2)n1,156442198
12350,CC#CCCNCC1=CC2=C(N1)C=C(C=C2)CNC(=O)C3=CC(=O)N4C=CC=CC4=N3,CNC(=O)c1ccc(NC(=O)c2cc(C)n(-c3ccc(N(C)C=N)cc3)c2C)cc1C,156461671
12400,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C(N=CC(=C5)F)C#N,CCc1cn(C)[nH]c1=Nc1ccc(CNc2ccc(Nc3cccc(F)c3)nn2)cc1,156442365
12450,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C(N=CC(=C5)Cl)C#N,CCc1nnc(NCCCn2cc(C#N)c(-c3cccc(Cl)c3)n2)n1-c1ccccc1,156442158
12500,C1CCC(C1)NCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C6C=NNC6=CC=C5,c1cncc(NCc2ccc(-c3nncn3-c3ccc(Cc4ncc[nH]4)cc3)cc2)c1,156461637
12550,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=CC=CC6=C5NN=C6,c1cc(CNCCc2n[nH]c3ncncc23)cc(CNc2cccc3cnccc23)c1,156461687
12600,C1CC1CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C6C=NNC6=CC=C5,Cc1ccn(Cc2ccc(NC3=CC=NC3Nc3ccc4[nH]nc(C)c4c3)cc2)n1,156461638
12650,C1=CC=C(C=C1)CNCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CC1=NC2=Nc3ccccc3NC(=O)C2=CC1C(C)NC(=O)C1=CC(Br)NC=C1O,171400790
12700,C1C(CC1(F)F)CNCCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CCCC(C(=O)NC1CCOC1)C(NC(=O)N=c1[nH]c2cccc(C)c2[nH]1)C(F)(F)Br,171400798
12750,C1CN(CCC1F)CCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CN(C(=O)Nc1ccccc1Nc1ccc(Br)cc1)C1C(=O)NCC1NC=O,163239292
12800,C1CN(CCC1(F)F)CCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,CNC1CC(F)(F)C(=CCBr)C1NC(=O)CNC(=O)N1Cc2cc(C)ccc2NC1=O,163239246
12850,C1CC(CN(C1)CCC/C=C/[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O)F,O=C(NCc1ccc(Br)cc1)NC(=O)NC1CC(CCNF)C(=O)N2CCCC2C1,163239334
12900,C1[C@H](O[C@H]([C@@H]1O)N2C=C(C3=C(N=CN=C32)N)Br)/C=C/CCCNCC45CC(C4)(C5)F,CCC(C)(CN1C(=O)NC(C)(Cc2ccc(Br)cc2F)C1=O)NC1=CC=C(C)NN1,163239224
12950,C1C2(CC1(C2)F)CNCCC/C=C/[C@@H]3[C@@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)O)F,CN=C(N=CF)NC(C)C1NOCc2cc(-c3c(F)ccc(NC(C)=O)c3Br)ccc21,163239299
13000,C1C2(CC1(C2)F)CNCCC/C=C/[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)F)O,CNC(=O)C1CC(=O)NN1CCNC(C)CN1C=CC2C(=C1)C=CC(=CBr)C2=C(F)F,163239245
13050,CC1=CN(C2=NC=NC(=C12)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)C=CC(=N5)N)O)O,CC(O)Cn1c(=O)[nH]c2cc(NC(=O)Nc3ccc(NC(=O)NC4CC4)cc3)ccc21,166627257
13100,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H](C[C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)O)C=C1,Nc1cc(Oc2cncc(C(=O)N3Cc4c(C5CCC5)n[nH]c4C(O)C3)c2)c(Br)cn1,156327125
13150,C1=CC(=CC2=C1C=CC(=N2)N)OC[C@@H]3[C@H]([C@H]([C@H](O3)N4C=CC5=C(N=CN=C54)N)O)O,CC1=C(C(N)=O)C2C(=C(CNc3cc[nH]c3)N1)C(=O)C(=O)N2Cc1ccnc(O)c1,166627952
13200,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=CC5=C(N=CN=C54)N)F)O)C=C1,Nc1ccc(Oc2cccc(OCCNC(=O)NC3CCc4nncn4C3)c2)c(F)c1,166636424
13250,C1C(CC1(F)F)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CN=C5C(=C4)C=CN5,CC(CCF)c1cc(F)ccc1NCc1ccc(-n2cc(-c3n[nH]c(=O)[nH]3)cn2)cc1,163239186
13300,CC(C)C1=NC2=C(C=CC(=C2)CCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C(=C1)N,CNc1cc(Nc2c(C#N)c(=NNc3ccncn3)[nH]c3c(C)cc(C)cc23)ccc1C,156304027
13350,C1CC2(C1)CN(C2)CC3=CC4=C(N3)C=C(C=C4)CN5C=C(N=N5)C6=C7C=NNC7=CC=C6,Cc1ccc(C)c(-c2nnc3n2N(c2ccc(C=NNc4ccccn4)cc2)CCC3)c1,166060828
13400,C1CC2(C1)CCN(C2)CC3=CC4=C(N3)C=C(N=C4)CN5C=C(N=N5)C6=CC=CN7C6=CN=C7,CCc1cnc(CN2CCCC2c2ccc3c(c2)CNCN3)nc1-n1nnc2ccccc21,156461822
13450,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)C6CC6)C=C1,Cc1cc(NC(=O)NCc2ccccc2)c2c(C)nn(CNc3ccccc3C#N)c2c1C,156304133
13500,CNC1=NC2=C(C=CC(=C2)CN(C)C3=CC=CC(=C3)N4C=C(C5=C(N=CN=C54)N)Br)C=C1,Cc1cc(NN)c(C=NN(Cc2ccc(-c3ncccn3)cc2)c2ccncc2)cc1Br,166039024
13550,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)CO)C4=CNC5=C4N=CN=C5N)C=C1,Cc1ccccc1COC(=O)c1cccc(Nc2nc(-c3cnc(N)nc3)ccc2N)c1,166039008
13600,C1CC2(C1)CCN(C2)CC3=CC=C(C=C3)[C@H]4C[C@H]([C@@H]([C@@H]4O)O)N5C=C(C6=C(N=CN=C65)N)Br,O=C(CC1CCC2=C(CCBr)C(=O)NC2C1)Nc1ccc2[nH]c(=Nc3ccccc3)[nH]c2c1,163239289
13650,CC1(CCCC1)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,COc1ccccc1CN(Cc1cn[nH]c1)Cc1cc(-c2ccc(C#N)cc2)cc(=O)[nH]1,156442362
13700,C1CCC(CC1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CC5=CC=CC=C5N=C4,CCCn1c(CC)nnc1-c1ccccc1NC(=O)CCNc1ccc2ccccc2c1,155167464
13750,CC(C)C1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C(=N1)N,C=C(C=N)c1nnc(-c2cccc(NC(=O)Nc3c[nH]nc3-c3ccccc3)c2)n1CC,156304008
13800,C1CC(C1)(CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)O,CNC(=O)c1ccc2c(c1)c1ccccc1n2CC(=O)Nc1cccc(CNC(N)=O)c1,156442205
13850,C1CC(C1)CNCC2=C(C3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)F,CC(=O)NN=C(C(=O)NC1=CC=CCc2c[nH]nc21)c1ccc(-c2ccc(F)cc2)cc1,156442358
13900,CN1C(=CC2=C1C=C(C=C2)CNC(=O)C3=CC(=O)N4C=CC=CC4=N3)CNCC5CCC5,Cc1ccc2c(c1NC(=O)NCCN(Cc1nc(-c3ccccc3)no1)C(C)C)C=CC2,156461649
13950,C1CCC(CC1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CC(=O)CNC(=O)c1cc2cccc(C=Nc3cc(C(C)C)nc(-c4ccccc4)n3)n2n1,155167581
14000,C1CC(C1)(CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=C6C=NNC6=CC=C5)O,O=C(NCCc1c(-c2ccnnc2)[nH]c2ncccc12)Nc1cccc2cnccc12,156461641
14050,C1CN(C1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)C5=CNC6=C5N=CN=C6N)C=C2,O=C(Nc1ccc(N=c2[nH]c3cnc(C4CC4)nc3[nH]2)cc1)N1CCCc2ccccc21,156304062
14100,C1CN(CCN1)C(=O)C2=C(C=C(C=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)N,CC(C)C1(Nc2ccc(NC(=O)Nc3ccccc3-c3ncccn3)cc2)NC(N)=NC1=O,156304162
14150,CC(C)(C)C1(CC1)NCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,CC(=O)C=C1Cn2c(C(C)NC(=O)Nc3ccccc3-c3ccccc3)nc3nccc1c32,156748915
14200,CC(C)C1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)C4=CNC5=C4N=CN=C5N)C(=C1)N,CCc1cc(Nc2nc(-c3ccccc3)nn2CNC(=O)C=C(C)N)cc2cc[nH]c12,156304139
14250,C1CC2(C1)CC2NCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,NN=CC(=O)Nc1ccc2c(c1)CC(c1ccccc1)N2C(=O)NCCc1ccccc1,156461651
14300,CN(C)CCNC(=O)C1=C(C=C(C=C1)OCC2=CC(=CN=C2)N3C=CC4=C(N=CN=C43)N)N,CC(=O)NN=Cc1cc(NC(=O)CCCc2ccc3c(c2)CCN3)ccc1-c1nc(N)n[nH]1,156304154
14350,C1C2(CC1(C2)F)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CSC6=N5,COc1cc(NC(=O)Nc2n[nH]c(C3CSc4c(ccc5c4CCC5)C3)n2)c(C)cc1F,156442168
14400,C1C2CC1(C2)CNCC3=CC4=C(N3)C=C(C=N4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cn1cc(N=C2CN(C(=O)c3ccc(-c4ccc5c(c4)CCN5)cc3)CCN2)nc1CO,156462038
14450,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)F)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cc(C)c(CNC(=O)Nc2cc(-c3ncc(-c4ncc[nH]4)[nH]3)ccc2Cl)c(C)c1,156304131
14500,CNC1=NC2=C(C=CC(=C2)OCC3=C(C=CC(=C3)N4C=C(C5=C(N=CN=C54)N)Cl)F)C=C1,CC(C)c1cc(F)c(Cl)cc1-c1nc(CNC(=O)NCc2ccccc2)nc2ccnn12,166039020
14550,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)CO)N4C=CC5=C(N=CN=C54)N)C=C1,Cc1[nH]ncc1Nc1cccc(NC(=O)NNC(=O)c2ccc(-c3ccccc3)cc2)c1,166039046
14600,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)N4C=CC5=C(N=CN=C54)N)C#N)C=C1,CNc1cccc(-n2cnc(-c3nc(C)cc(NC(=O)c4ccc5c(c4)NCC5)n3)c2)c1,156303997
14650,C1CC2(C1)CCN(C2)CC3=CC4=C(N3)C=C(N=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCCc1ncc(C2CN(C(=O)c3ccnc(-n4cccc4)c3)c3ccccc3N2)c(=O)[nH]1,156442357
14700,COC1=CN2C=NC=C2C(=C1)C3=CN(N=N3)CC4=CC5=C(C=C4)C=C(N5)CNCC6CCC6,Cc1[nH]c2c(c1CNc1ccccc1-n1c(C)nnc1N(C)Cc1ccon1)CC(C)(C)C2,156442194
14750,C1CC(N(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)CO,CC=CC=C(c1ccccc1)c1nc(C(=O)NCC(=O)Nc2ccc3c(c2)CCO3)n[nH]1,156461719
14800,CC1(CCCN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)C,O=C(Nc1ccccc1)C(=O)N1CCN(Cc2cccc3[nH]ncc23)Cc2ccccc21,156461835
14850,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C4C=CN=C5N)Br)F)O)C=C1,Cc1[nH]c2c(Br)cc(F)cc2c1C(C)N(C)C(=O)N1CCC(NC(N)=O)C(CCC=O)C1,156326995
14900,C1CCN(C1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=CC6=C(N=CN=C65)N)C=C2,Cc1nccn1CC(=O)Nc1cnc(Nc2cccc(N3CCc4ccccc4C3)c2)nc1,156304017
14950,C1C2(CC1(C2)F)CNCC3=CC4=C(N3)C=C(C=C4)CN5C=C(N=N5)C6=CC=CN7C6=CN=C7,Fc1ccccc1N=c1[nH]nc(CNC=CC=Cn2ccnc2-c2ccc3c(c2)CCC3)[nH]1,156442354
15000,CC12CC(C1)(C2)CNCC3=CC4=C(N3)C=C(N=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCc1nc2c(cc1C)CC(C(=O)Nn1c(-c3ccccc3)n[nH]c1=O)(c1cccnc1)C2,156461864
15050,C1C[C@@H]([C@@H](C1)O)NCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5CCCC6C5CNN6,CCNC1N=CN=C(C2CCCN(C(=O)Nc3ccccc3NC3CCC(C)(C)C3)C2)N1,168489990
